uf_abbr;municipality;direto;url_pagina;SIG_link
SP;Pirapora do Bom Jesus;0;https://rigeo.sgb.gov.br/handle/doc/20826;https://rigeo.sgb.gov.br/bitstream/doc/20826/3/sig_piraporadobomjesus_sp_suscet.zip
SP;Jandira;0;https://rigeo.sgb.gov.br/handle/doc/20827;https://rigeo.sgb.gov.br/bitstream/doc/20827/3/sig_jandira_sp_suscet.zip
SP;Juquitiba;0;https://rigeo.sgb.gov.br/handle/doc/20828;https://rigeo.sgb.gov.br/bitstream/doc/20828/3/sig_juquitiba_sp_suscet.zip
SP;São Lourenço da Serra;0;https://rigeo.sgb.gov.br/handle/doc/20829;https://rigeo.sgb.gov.br/bitstream/doc/20829/3/sig_saolourencodaserra_sp_suscet.zip
SP;Vargem Grande Paulista;0;https://rigeo.sgb.gov.br/handle/doc/20830;https://rigeo.sgb.gov.br/bitstream/doc/20830/7/sig_vargemgrandepaulista_sp_suscet.zip
SP;Bragança Paulista;0;https://rigeo.sgb.gov.br/handle/doc/20951;https://rigeo.sgb.gov.br/bitstream/doc/20951/6/sig_bragancapaulista_sp_suscet.zip
SP;Itaóca;0;https://rigeo.sgb.gov.br/handle/doc/21213;https://rigeo.sgb.gov.br/bitstream/doc/21213/7/sig_saojosedoriopardo_sp_suscet.zip
SP;São José do Rio Pardo;0;https://rigeo.sgb.gov.br/handle/doc/21217;https://rigeo.sgb.gov.br/bitstream/doc/21217/9/sig_saojosedoriopardo_sp_suscet.zip
RJ;Cambuci;0;https://rigeo.sgb.gov.br/handle/doc/21221;https://rigeo.sgb.gov.br/bitstream/doc/21221/5/sig_cambuci_rj_suscet.zip
SP;Jaguariúna;0;https://rigeo.sgb.gov.br/handle/doc/21259;https://rigeo.sgb.gov.br/bitstream/doc/21259/7/sig_jaguariuna_sp_suscet.zip
SP;Bananal;0;https://rigeo.sgb.gov.br/handle/doc/21260;https://rigeo.sgb.gov.br/bitstream/doc/21260/3/sig_bananal_sp_suscet.zip
SP;Areias;0;https://rigeo.sgb.gov.br/handle/doc/21261;https://rigeo.sgb.gov.br/bitstream/doc/21261/3/sig_areias_sp_suscet.zip
SP;Engenheiro Coelho;0;https://rigeo.sgb.gov.br/handle/doc/21262;https://rigeo.sgb.gov.br/bitstream/doc/21262/3/sig_engenheirocoelho_sp_suscet.zip
SP;Hortolândia;0;https://rigeo.sgb.gov.br/handle/doc/21263;https://rigeo.sgb.gov.br/bitstream/doc/21263/3/sig_hortolandia_sp_suscet.zip
SP;Arapeí;0;https://rigeo.sgb.gov.br/handle/doc/21264;https://rigeo.sgb.gov.br/bitstream/doc/21264/3/sig_arapei_sp_suscet.zip
SP;Canas;0;https://rigeo.sgb.gov.br/handle/doc/21265;https://rigeo.sgb.gov.br/bitstream/doc/21265/3/sig_canas_sp_suscet.zip
SP;Cosmópolis;0;https://rigeo.sgb.gov.br/handle/doc/21266;https://rigeo.sgb.gov.br/bitstream/doc/21266/3/sig_cosmopolis_sp_suscet.zip
SP;Aparecida;0;https://rigeo.sgb.gov.br/handle/doc/21267;https://rigeo.sgb.gov.br/bitstream/doc/21267/3/sig_aparecida_sp_suscet.zip
SP;Cruzeiro;0;https://rigeo.sgb.gov.br/handle/doc/21268;https://rigeo.sgb.gov.br/bitstream/doc/21268/3/sig_cruzeiro_sp_suscet.zip
SP;Holambra;0;https://rigeo.sgb.gov.br/handle/doc/21269;https://rigeo.sgb.gov.br/bitstream/doc/21269/3/sig_holambra_sp_suscet.zip
SP;Cachoeira Paulista;0;https://rigeo.sgb.gov.br/handle/doc/21270;https://rigeo.sgb.gov.br/bitstream/doc/21270/3/sig_cachoeirapaulista_sp_suscet.zip
SP;Silveiras;0;https://rigeo.sgb.gov.br/handle/doc/21271;https://rigeo.sgb.gov.br/bitstream/doc/21271/3/sig_silveiras_sp_suscet.zip
SP;Natividade da Serra;0;https://rigeo.sgb.gov.br/handle/doc/21272;https://rigeo.sgb.gov.br/bitstream/doc/21272/7/sig_suscet_natividade_serra.zip
SP;Pedreira;0;https://rigeo.sgb.gov.br/handle/doc/21273;https://rigeo.sgb.gov.br/bitstream/doc/21273/3/sig_pedreira_sp_suscet.zip
SP;São José do Barreiro;0;https://rigeo.sgb.gov.br/handle/doc/21274;https://rigeo.sgb.gov.br/bitstream/doc/21274/3/sig_saojosedobarreiro_sp_suscet.zip
SP;Jambeiro;0;https://rigeo.sgb.gov.br/handle/doc/21275;https://rigeo.sgb.gov.br/bitstream/doc/21275/3/sig_jambeiro_sp_suscet.zip
SP;Lavrinhas;0;https://rigeo.sgb.gov.br/handle/doc/21276;https://rigeo.sgb.gov.br/bitstream/doc/21276/3/sig_lavrinhas_sp_suscet.zip
SP;Paraibuna;0;https://rigeo.sgb.gov.br/handle/doc/21277;https://rigeo.sgb.gov.br/bitstream/doc/21277/6/sig_paraibuna_sp_suscet.zip
SP;Santo Antônio de Posse;0;https://rigeo.sgb.gov.br/handle/doc/21278;https://rigeo.sgb.gov.br/bitstream/doc/21278/3/sig_santoantoniodeposse_sp_suscet.zip
SP;Morungaba;0;https://rigeo.sgb.gov.br/handle/doc/21279;https://rigeo.sgb.gov.br/bitstream/doc/21279/3/sig_morungaba_sp_suscet.zip
SP;Lorena;0;https://rigeo.sgb.gov.br/handle/doc/21280;https://rigeo.sgb.gov.br/bitstream/doc/21280/7/Lorena.zip
SP;Nova Odessa;0;https://rigeo.sgb.gov.br/handle/doc/21281;https://rigeo.sgb.gov.br/bitstream/doc/21281/3/sig_novaodessa_sp_suscet.zip
SP;Lagoinha;0;https://rigeo.sgb.gov.br/handle/doc/21282;https://rigeo.sgb.gov.br/bitstream/doc/21282/3/sig_lagoinha_sp_suscet.zip
ES;Ecoporanga;0;https://rigeo.sgb.gov.br/handle/doc/21283;https://rigeo.sgb.gov.br/bitstream/doc/21283/3/sig_ecoporanga_es_suscet.zip
SP;Águas de São Pedro;0;https://rigeo.sgb.gov.br/handle/doc/21284;https://rigeo.sgb.gov.br/bitstream/doc/21284/3/sig_aguasdesaopedro_sp_suscet.zip
SP;São Pedro;0;https://rigeo.sgb.gov.br/handle/doc/21287;https://rigeo.sgb.gov.br/bitstream/doc/21287/3/sig_saopedro_sp_suscet.zip
SP;Itariri;0;https://rigeo.sgb.gov.br/handle/doc/21288;https://rigeo.sgb.gov.br/bitstream/doc/21288/3/sig_itariri_sp_suscet.zip
SP;Redenção da Serra;0;https://rigeo.sgb.gov.br/handle/doc/21289;https://rigeo.sgb.gov.br/bitstream/doc/21289/3/sig_redencaodaserra_sp_suscet.zip
SP;Queluz;0;https://rigeo.sgb.gov.br/handle/doc/21290;https://rigeo.sgb.gov.br/bitstream/doc/21290/3/sig_queluz_sp_suscet.zip
SP;Piquete;0;https://rigeo.sgb.gov.br/handle/doc/21291;https://rigeo.sgb.gov.br/bitstream/doc/21291/3/sig_piquete_sp_suscet.zip
SP;Paulinia;0;https://rigeo.sgb.gov.br/handle/doc/21292;https://rigeo.sgb.gov.br/bitstream/doc/21292/8/arquivos_vetoriais_paulinia.zip
SP;Roseira;0;https://rigeo.sgb.gov.br/handle/doc/21293;https://rigeo.sgb.gov.br/bitstream/doc/21293/3/sig_roseira_sp_suscet.zip
SP;Águas de Lindóia;0;https://rigeo.sgb.gov.br/handle/doc/21326;https://rigeo.sgb.gov.br/bitstream/doc/21326/3/sig_aguasdelindoia_sp_suscet.zip
SC;Abelardo Luz;0;https://rigeo.sgb.gov.br/handle/doc/21329;https://rigeo.sgb.gov.br/bitstream/doc/21329/3/sig_abelardo_luz_sc_suscet.zip
SC;Arvoredo;0;https://rigeo.sgb.gov.br/handle/doc/21331;https://rigeo.sgb.gov.br/bitstream/doc/21331/2/sig_arvoredo_sc_suscet.zip
SC;Campo Belo do Sul;0;https://rigeo.sgb.gov.br/handle/doc/21331;https://rigeo.sgb.gov.br/bitstream/doc/21331/2/sig_arvoredo_sc_suscet.zip
SC;Bom Jesus;0;https://rigeo.sgb.gov.br/handle/doc/21335;https://rigeo.sgb.gov.br/bitstream/doc/21335/3/sig_bom_jesus_sc_suscet.zip
SC;Caçador;0;https://rigeo.sgb.gov.br/handle/doc/21336;https://rigeo.sgb.gov.br/bitstream/doc/21336/2/sig_cacador_sc_suscet.zip
SC;Calmon;0;https://rigeo.sgb.gov.br/handle/doc/21337;https://rigeo.sgb.gov.br/bitstream/doc/21337/2/sig_calmon_sc_suscet.zip
SC;Catanduvas;0;https://rigeo.sgb.gov.br/handle/doc/21342;https://rigeo.sgb.gov.br/bitstream/doc/21342/3/sig_catanduvas_sc_suscet.zip
SC;Chapecó;0;https://rigeo.sgb.gov.br/handle/doc/21344;https://rigeo.sgb.gov.br/bitstream/doc/21344/2/sig_chapeco_sc_suscet.zip
SC;Caxambu do Sul;0;https://rigeo.sgb.gov.br/handle/doc/21345;https://rigeo.sgb.gov.br/bitstream/doc/21345/4/sig_caxambu_sul_sc_suscet.zip
SC;Concórdia;0;https://rigeo.sgb.gov.br/handle/doc/21346;https://rigeo.sgb.gov.br/bitstream/doc/21346/2/sig_concordia_sc_suscet.zip
SC;Cordilheira Alta;0;https://rigeo.sgb.gov.br/handle/doc/21347;https://rigeo.sgb.gov.br/bitstream/doc/21347/4/sig_cordilheira_alta_sc_suscet.zip
SC;Guatambú;0;https://rigeo.sgb.gov.br/handle/doc/21348;https://rigeo.sgb.gov.br/bitstream/doc/21348/4/sig_guatambu_sc_suscet.zip
SC;Ipuaçu;0;https://rigeo.sgb.gov.br/handle/doc/21349;https://rigeo.sgb.gov.br/bitstream/doc/21349/3/sig_ipuacu_sc_suscet.zip
SC;Lebon Régis;0;https://rigeo.sgb.gov.br/handle/doc/21351;https://rigeo.sgb.gov.br/bitstream/doc/21351/3/sig_lebon_regis_sc_suscet.zip
SC;Paial;0;https://rigeo.sgb.gov.br/handle/doc/21353;https://rigeo.sgb.gov.br/bitstream/doc/21353/3/sig_paial_sc_suscet.zip
SC;Planalto Alegre;0;https://rigeo.sgb.gov.br/handle/doc/21354;https://rigeo.sgb.gov.br/bitstream/doc/21354/3/sig_planalto_alegre_sc_suscet.zip
SC;Santa Cecília;0;https://rigeo.sgb.gov.br/handle/doc/21355;https://rigeo.sgb.gov.br/bitstream/doc/21355/2/sig_santa_cecilia_sc_suscet.zip
SC;Seara;0;https://rigeo.sgb.gov.br/handle/doc/21356;https://rigeo.sgb.gov.br/bitstream/doc/21356/2/sig_seara_sc_suscet.zip
RJ;Rio Claro;0;https://rigeo.sgb.gov.br/handle/doc/21434;https://rigeo.sgb.gov.br/bitstream/doc/21434/3/sig_rio_claro_rj_suscet.zip
RJ;São Pedro da Aldeia;0;https://rigeo.sgb.gov.br/handle/doc/21435;https://rigeo.sgb.gov.br/bitstream/doc/21435/3/sig_sao_pedro_da_aldeia_rj_suscet.zip
RJ;Silva Jardim;0;https://rigeo.sgb.gov.br/handle/doc/21436;https://rigeo.sgb.gov.br/bitstream/doc/21436/2/sig_silva_jardim_rj_suscet.zip
RJ;Tanguá;0;https://rigeo.sgb.gov.br/handle/doc/21437;https://rigeo.sgb.gov.br/bitstream/doc/21437/3/sig_tangua_rj_suscet.zip
RJ;Saquarema;0;https://rigeo.sgb.gov.br/handle/doc/21438;https://rigeo.sgb.gov.br/bitstream/doc/21438/3/sig_saquarema_rj_suscet.zip
RJ;São José do Ubá;0;https://rigeo.sgb.gov.br/handle/doc/21461;https://rigeo.sgb.gov.br/bitstream/doc/21461/3/sig_sao_jose_de_uba_rj_suscet.zip
RJ;São José do Ubá;0;https://rigeo.sgb.gov.br/handle/doc/21461;https://rigeo.sgb.gov.br/bitstream/doc/21461/3/sig_sao_jose_de_uba_rj_suscet.zip
PE;Bonito;0;https://rigeo.sgb.gov.br/handle/doc/21466;https://rigeo.sgb.gov.br/bitstream/doc/21466/2/sig_bonito_pe_suscet.zip
PE;Camocim;0;https://rigeo.sgb.gov.br/handle/doc/21467;https://rigeo.sgb.gov.br/bitstream/doc/21467/2/sig_camocim_de_sao_felix_pe_suscet.zip
PE;Chá de Alegria;0;https://rigeo.sgb.gov.br/handle/doc/21468;https://rigeo.sgb.gov.br/bitstream/doc/21468/2/sig_cha_de_alegria_pe_suscet.zip
PE;Glória do Goitá;0;https://rigeo.sgb.gov.br/handle/doc/21469;https://rigeo.sgb.gov.br/bitstream/doc/21469/2/sig_gloria_do_goita_pe_suscet.zip
PE;Jaqueira;0;https://rigeo.sgb.gov.br/handle/doc/21470;https://rigeo.sgb.gov.br/bitstream/doc/21470/2/sig_jaqueira_pe_suscet.zip
PE;São Benedito do Sul;0;https://rigeo.sgb.gov.br/handle/doc/21471;https://rigeo.sgb.gov.br/bitstream/doc/21471/4/sig_sao_benedito_do_sul_pe_suscet.zip
PE;Toritama;0;https://rigeo.sgb.gov.br/handle/doc/21472;https://rigeo.sgb.gov.br/bitstream/doc/21472/5/sig_toritama_pe_suscet.zip
RO;Alto Alegre dos Parecis;0;https://rigeo.sgb.gov.br/handle/doc/21473;https://rigeo.sgb.gov.br/bitstream/doc/21473/2/sig_alto_alegre_dos_parecis_ro_suscet.zip
RO;Cacoal;0;https://rigeo.sgb.gov.br/handle/doc/21474;https://rigeo.sgb.gov.br/bitstream/doc/21474/2/sig_cacoal_ro_suscet.zip
RO;Espigão do Oeste;0;https://rigeo.sgb.gov.br/handle/doc/21475;https://rigeo.sgb.gov.br/bitstream/doc/21475/2/sig_espigao_do_oeste_ro_suscet.zip
RO;São Francisco do Guaporé;0;https://rigeo.sgb.gov.br/handle/doc/21476;https://rigeo.sgb.gov.br/bitstream/doc/21476/2/sig_sao_francisco_do_guapore_ro_suscet.zip
SP;Anhembi;0;https://rigeo.sgb.gov.br/handle/doc/21477;https://rigeo.sgb.gov.br/bitstream/doc/21477/2/sig_anhembi_sp_suscet.zip
SP;Balbinos;0;https://rigeo.sgb.gov.br/handle/doc/21478;https://rigeo.sgb.gov.br/bitstream/doc/21478/5/sig_balbinos_sp_suscet.zip
SP;Águas de Prata;0;https://rigeo.sgb.gov.br/handle/doc/21569;https://rigeo.sgb.gov.br/bitstream/doc/21569/5/sig_aguas_da_prata_sp_suscet.zip
SP;Uru;0;https://rigeo.sgb.gov.br/handle/doc/21571;https://rigeo.sgb.gov.br/bitstream/doc/21571/2/sig_uru_sp_suscet.zip
SP;São Sebastião da Grama;0;https://rigeo.sgb.gov.br/handle/doc/21572;https://rigeo.sgb.gov.br/bitstream/doc/21572/2/sig_sao_sebastiao_da_grama_sp_suscet.zip
SP;Torre de Pedra;0;https://rigeo.sgb.gov.br/handle/doc/21573;https://rigeo.sgb.gov.br/bitstream/doc/21573/2/sig_torre_de_pedra_sp_suscet.zip
SP;Matão;0;https://rigeo.sgb.gov.br/handle/doc/21576;https://rigeo.sgb.gov.br/bitstream/doc/21576/5/sig_matao_sp_suscet.zip
SP;Cajuru;0;https://rigeo.sgb.gov.br/handle/doc/21578;https://rigeo.sgb.gov.br/bitstream/doc/21578/5/sig_cajuru_sp_suscet.zip
SP;Jaboticabal;0;https://rigeo.sgb.gov.br/handle/doc/21603;https://rigeo.sgb.gov.br/bitstream/doc/21603/2/mapa_jaboticabal_sp_suscet.zip
RJ;Italva;0;https://rigeo.sgb.gov.br/handle/doc/21625;https://rigeo.sgb.gov.br/bitstream/doc/21625/2/sig_italva_rj_suscet.zip
RJ;Natividade;0;https://rigeo.sgb.gov.br/handle/doc/21627;https://rigeo.sgb.gov.br/bitstream/doc/21627/2/sig_natividade_rj_suscet.zip
SP;Brotas;0;https://rigeo.sgb.gov.br/handle/doc/21628;https://rigeo.sgb.gov.br/bitstream/doc/21628/2/sig_brotas_sp_suscet.zip
SP;Capela do Alto;0;https://rigeo.sgb.gov.br/handle/doc/21629;https://rigeo.sgb.gov.br/bitstream/doc/21629/2/sig_capela_do_alto_sp_suscet.zip
RJ;Trajano de Maraes;0;https://rigeo.sgb.gov.br/handle/doc/21648;https://rigeo.sgb.gov.br/bitstream/doc/21648/2/sig_trajanodemoraes_rj_suscet.zip
TO;Peixe;0;https://rigeo.sgb.gov.br/handle/doc/21660;https://rigeo.sgb.gov.br/bitstream/doc/21660/2/sig_peixe_to_suscet.zip
TO;Araguaina;0;https://rigeo.sgb.gov.br/handle/doc/21661;https://rigeo.sgb.gov.br/bitstream/doc/21661/2/sig_araguaina_to_suscet.zip
RJ;São Fidélis;0;https://rigeo.sgb.gov.br/handle/doc/21673;https://rigeo.sgb.gov.br/bitstream/doc/21673/2/sig_suscetib_sao_fidelis.zip
RJ;Quissamã;0;https://rigeo.sgb.gov.br/handle/doc/21675;https://rigeo.sgb.gov.br/bitstream/doc/21675/2/sig_suscetib_quissama.zip
RJ;São João da Barra;0;https://rigeo.sgb.gov.br/handle/doc/21676;https://rigeo.sgb.gov.br/bitstream/doc/21676/2/sig_suscetib_sao_joao_barra.zip
RJ;Rio das Ostras;0;https://rigeo.sgb.gov.br/handle/doc/21703;https://rigeo.sgb.gov.br/bitstream/doc/21703/2/sig_riodasostras_rj.zip
SP;São Carlos;0;https://rigeo.sgb.gov.br/handle/doc/21735;https://rigeo.sgb.gov.br/bitstream/doc/21735/4/SIG_Sao_Carlos.zip
SP;Pedregulho;0;https://rigeo.sgb.gov.br/handle/doc/21736;https://rigeo.sgb.gov.br/bitstream/doc/21736/3/SIG_Pedregulho.zip
AP;Porto Grande;0;https://rigeo.sgb.gov.br/handle/doc/21743;https://rigeo.sgb.gov.br/bitstream/doc/21743/2/SIG_Porto_Grande.zip
TO;Porto Nacional;0;https://rigeo.sgb.gov.br/handle/doc/21744;https://rigeo.sgb.gov.br/bitstream/doc/21744/2/SIG_Porto_Nacional.zip
SP;Botucatu;0;https://rigeo.sgb.gov.br/handle/doc/21765;https://rigeo.sgb.gov.br/bitstream/doc/21765/2/SIG_Botucatu.zip
TO;Barrolândia;0;https://rigeo.sgb.gov.br/handle/doc/21766;https://rigeo.sgb.gov.br/bitstream/doc/21766/2/SIG_Barrolandia.zip
TO;Palmas;0;https://rigeo.sgb.gov.br/handle/doc/21792;https://rigeo.sgb.gov.br/bitstream/doc/21792/2/SIG_suscetibil_palmas_to.zip
TO;Miracema do Tocantins;0;https://rigeo.sgb.gov.br/handle/doc/21976;https://rigeo.sgb.gov.br/bitstream/doc/21976/2/sig_miracema.zip
SP;Araçoiaba da Serra;0;https://rigeo.sgb.gov.br/handle/doc/21977;https://rigeo.sgb.gov.br/bitstream/doc/21977/2/sig_aracoiaba.zip
SP;Bofete;0;https://rigeo.sgb.gov.br/handle/doc/21978;https://rigeo.sgb.gov.br/bitstream/doc/21978/2/sig_bofete.zip
SP;Caconde;0;https://rigeo.sgb.gov.br/handle/doc/21979;https://rigeo.sgb.gov.br/bitstream/doc/21979/2/sig_caconde.zip
SP;Iperó;0;https://rigeo.sgb.gov.br/handle/doc/21980;https://rigeo.sgb.gov.br/bitstream/doc/21980/2/sig_ipero.zip
SP;Olímpia;0;https://rigeo.sgb.gov.br/handle/doc/21981;https://rigeo.sgb.gov.br/bitstream/doc/21981/2/sig_olimpia.zip
SP;Pirajuí;0;https://rigeo.sgb.gov.br/handle/doc/21982;https://rigeo.sgb.gov.br/bitstream/doc/21982/2/sig_pirajui.zip
SP;Rifaina;0;https://rigeo.sgb.gov.br/handle/doc/21983;https://rigeo.sgb.gov.br/bitstream/doc/21983/2/sig_rifaina.zip
TO;Santa Tereza;0;https://rigeo.sgb.gov.br/handle/doc/22026;https://rigeo.sgb.gov.br/bitstream/doc/22026/2/sig_santa_tereza.zip
SC;Capivari de Baixo;0;https://rigeo.sgb.gov.br/handle/doc/22027;https://rigeo.sgb.gov.br/bitstream/doc/22027/2/sig_capivari_de_baixo.zip
SP;Divinolândia;0;https://rigeo.sgb.gov.br/handle/doc/22080;https://rigeo.sgb.gov.br/bitstream/doc/22080/2/sig_suscetib_divinolandia.zip
TO;Lagoa da Confusão;0;https://rigeo.sgb.gov.br/handle/doc/22081;https://rigeo.sgb.gov.br/bitstream/doc/22081/2/sig_suscetib_lagoa_da_confusao.zip
GO;Aparecida de Goiânia;0;https://rigeo.sgb.gov.br/handle/doc/22168;https://rigeo.sgb.gov.br/bitstream/doc/22168/2/sig_suscetib_aparecida_goiania.zip
PE;Joaquim Nabuco;0;https://rigeo.sgb.gov.br/handle/doc/22180;https://rigeo.sgb.gov.br/bitstream/doc/22180/3/sig_suscetib_joaquim_nabuco.zip
RS;Bento Gonçalves;0;https://rigeo.sgb.gov.br/handle/doc/22182;https://rigeo.sgb.gov.br/bitstream/doc/22182/3/sig_suscetib_bento_goncalves.zip
PE;Xexéu;0;https://rigeo.sgb.gov.br/handle/doc/22242;https://rigeo.sgb.gov.br/bitstream/doc/22242/2/sig_xexeu_pe_suscet.zip
PE;São Lourenço da Mata;0;https://rigeo.sgb.gov.br/handle/doc/22243;https://rigeo.sgb.gov.br/bitstream/doc/22243/2/sig_sao_lourenco_da_mata_suscet.zip
MG;Pouso Alegre;0;https://rigeo.sgb.gov.br/handle/doc/22290;https://rigeo.sgb.gov.br/bitstream/doc/22290/2/sig_pouso_alegre_mg_suscet.zip
SP;Ribeirão Branco;0;https://rigeo.sgb.gov.br/handle/doc/22292;https://rigeo.sgb.gov.br/bitstream/doc/22292/2/sig_ribeirao_branco_sp_suscet.zip
PR;Mallet;0;https://rigeo.sgb.gov.br/handle/doc/22293;https://rigeo.sgb.gov.br/bitstream/doc/22293/2/sig_mallet_pr_suscet.zip
RS;Encantado;0;https://rigeo.sgb.gov.br/handle/doc/22294;https://rigeo.sgb.gov.br/bitstream/doc/22294/4/sig_encantado_rs_suscet.zip
RS;Lajeado;0;https://rigeo.sgb.gov.br/handle/doc/22295;https://rigeo.sgb.gov.br/bitstream/doc/22295/2/sig_lajeado_rs_suscet.zip
SP;Itapira;0;https://rigeo.sgb.gov.br/handle/doc/22296;https://rigeo.sgb.gov.br/bitstream/doc/22296/2/sig_itapira_sp_suscet.zip
SP;Fartura;0;https://rigeo.sgb.gov.br/handle/doc/22297;https://rigeo.sgb.gov.br/bitstream/doc/22297/2/sig_fartura_sp_suscet.zip
MA;Barreirinha;0;https://rigeo.sgb.gov.br/handle/doc/22339;https://rigeo.sgb.gov.br/bitstream/doc/22339/2/sig_barreirinhas_ma_suscet.zip
MG;Raposos;0;https://rigeo.sgb.gov.br/handle/doc/22340;https://rigeo.sgb.gov.br/bitstream/doc/22340/2/sig_raposos_mg_suscet.zip
MG;Rio Acima;0;https://rigeo.sgb.gov.br/handle/doc/22341;https://rigeo.sgb.gov.br/bitstream/doc/22341/2/sig_rio_acima_mg_suscet.zip
SP;Batatais;0;https://rigeo.sgb.gov.br/handle/doc/22342;https://rigeo.sgb.gov.br/bitstream/doc/22342/2/sig_batatais_sp_suscet.zip
SP;Brodowski;0;https://rigeo.sgb.gov.br/handle/doc/22343;https://rigeo.sgb.gov.br/bitstream/doc/22343/2/sig_brodowski_sp_suscet.zip
MG;Caparaó;0;https://rigeo.sgb.gov.br/handle/doc/22383;https://rigeo.sgb.gov.br/bitstream/doc/22383/2/sig_caparao_mg_suscet.zip
RN;Natal;0;https://rigeo.sgb.gov.br/handle/doc/22384;https://rigeo.sgb.gov.br/bitstream/doc/22384/2/sig_natal_rn_suscet.zip
MG;Alto Jequitiba;0;https://rigeo.sgb.gov.br/handle/doc/22385;https://rigeo.sgb.gov.br/bitstream/doc/22385/2/sig_alto_jequitiba_mg_suscet.zip
MG;Conceição do Mato Dentro;0;https://rigeo.sgb.gov.br/handle/doc/22386;https://rigeo.sgb.gov.br/bitstream/doc/22386/2/sig_conceicao_do_mato_dentro_mg_suscet.zip
SP;Santa Cruz da Conceição;0;https://rigeo.sgb.gov.br/handle/doc/22393;https://rigeo.sgb.gov.br/bitstream/doc/22393/2/sig_santa_cruz_da_conceicao_sp_suscet.zip
RS;Alegrete;0;https://rigeo.sgb.gov.br/handle/doc/22407;https://rigeo.sgb.gov.br/bitstream/doc/22407/2/sig_alegrete_rs_suscet.zip
SP;Cássia dos Coqueiros;0;https://rigeo.sgb.gov.br/handle/doc/22408;https://rigeo.sgb.gov.br/bitstream/doc/22408/2/sig_cassia_dos_coqueiros_sp_suscet.zip
MG;Alto Caparaó;0;https://rigeo.sgb.gov.br/handle/doc/22450;https://rigeo.sgb.gov.br/bitstream/doc/22450/2/sig_alto_caparao_mg_suscet.zip
MG;Orizania;0;https://rigeo.sgb.gov.br/handle/doc/22451;https://rigeo.sgb.gov.br/bitstream/doc/22451/2/sig_orizania_mg_suscet.zip
RS;Uruguaiana;0;https://rigeo.sgb.gov.br/handle/doc/22452;https://rigeo.sgb.gov.br/bitstream/doc/22452/2/sig_uruguaiana_rs_suscet.zip
ES;Domingos Martins;0;https://rigeo.sgb.gov.br/handle/doc/22486;https://rigeo.sgb.gov.br/bitstream/doc/22486/2/sig_domingos_martins_es_suscet.zip
BA;Lajedinho;0;https://rigeo.sgb.gov.br/handle/doc/22487;https://rigeo.sgb.gov.br/bitstream/doc/22487/2/sig_lajedinho_ba_suscet.zip
MG;Santa Margarida;0;https://rigeo.sgb.gov.br/handle/doc/22596;https://rigeo.sgb.gov.br/bitstream/doc/22596/2/sig_santa_margarida_mg_suscet.zip
PE;Belém de Maria;0;https://rigeo.sgb.gov.br/handle/doc/22597;https://rigeo.sgb.gov.br/bitstream/doc/22597/2/sig_belem_de_maria_pe_suscet.zip
SC;Urupema;0;https://rigeo.sgb.gov.br/handle/doc/22598;https://rigeo.sgb.gov.br/bitstream/doc/22598/2/sig_urupema_sc_suscet.zip
SP;Araraquara;0;https://rigeo.sgb.gov.br/handle/doc/22599;https://rigeo.sgb.gov.br/bitstream/doc/22599/4/sig_araraquara_sp_suscet1.zip
SP;Dourado;0;https://rigeo.sgb.gov.br/handle/doc/22600;https://rigeo.sgb.gov.br/bitstream/doc/22600/2/sig_dourado_sp_suscet.zip
SP;Severínia;0;https://rigeo.sgb.gov.br/handle/doc/22601;https://rigeo.sgb.gov.br/bitstream/doc/22601/2/sig_severinia_sp_suscet.zip
TO;Xambioá;0;https://rigeo.sgb.gov.br/handle/doc/22633;https://rigeo.sgb.gov.br/bitstream/doc/22633/2/sig_xambioa_to_suscet.zip
PR;Matelândia;0;https://rigeo.sgb.gov.br/handle/doc/22634;https://rigeo.sgb.gov.br/bitstream/doc/22634/2/sig_matelandia_pr_suscet.zip
MT;Cuiabá;0;https://rigeo.sgb.gov.br/handle/doc/22635;https://rigeo.sgb.gov.br/bitstream/doc/22635/2/sig_cuiaba_mt_suscet.zip
SE;São Cristóvão;0;https://rigeo.sgb.gov.br/handle/doc/22662;https://rigeo.sgb.gov.br/bitstream/doc/22662/2/sig_sao_cristovao_se_suscet.zip
SE;Aracaju;0;https://rigeo.sgb.gov.br/handle/doc/22663;https://rigeo.sgb.gov.br/bitstream/doc/22663/2/sig_aracaju_se_suscet.zip
SE;Barra dos Coqueiros;0;https://rigeo.sgb.gov.br/handle/doc/22664;https://rigeo.sgb.gov.br/bitstream/doc/22664/2/sig_barra_dos_coqueiros_se_suscet.zip
SE;Nossa Senhora do Socorro;0;https://rigeo.sgb.gov.br/handle/doc/22665;https://rigeo.sgb.gov.br/bitstream/doc/22665/2/sig_nossa_senhora_do_socorro_se_suscet.zip
TO;Figueirópolis;0;https://rigeo.sgb.gov.br/handle/doc/22695;https://rigeo.sgb.gov.br/bitstream/doc/22695/2/sig_figueiropolis_to_suscet.zip
AP;Vitória do Jari;0;https://rigeo.sgb.gov.br/handle/doc/22696;https://rigeo.sgb.gov.br/bitstream/doc/22696/2/sig_vitoria_do_jari_ap_suscet.zip
SP;Sertãozinho;0;https://rigeo.sgb.gov.br/handle/doc/22697;https://rigeo.sgb.gov.br/bitstream/doc/22697/2/sig_sertaozinho_sp_suscet.zip
