uf_abbr;municipality;direto;url_pagina;SIG_link
MA;Pedreiras;0;https://rigeo.sgb.gov.br/handle/doc/14908;https://rigeo.sgb.gov.br/bitstream/doc/14908/3/sig_pedreiras_ma.zip
MA;São Luís;0;https://rigeo.sgb.gov.br/handle/doc/14909;https://rigeo.sgb.gov.br/bitstream/doc/14909/4/sig_saoluis_ma.zip
MA;Trizidela do Vale;0;https://rigeo.sgb.gov.br/handle/doc/14910;https://rigeo.sgb.gov.br/bitstream/doc/14910/3/sig_trizideladovale_ma.zip
MA;Vitória do Mearim;0;https://rigeo.sgb.gov.br/handle/doc/14911;https://rigeo.sgb.gov.br/bitstream/doc/14911/3/sig_vitoriadomearim_ma.zip
MT;Comodoro;0;https://rigeo.sgb.gov.br/handle/doc/14912;https://rigeo.sgb.gov.br/bitstream/doc/14912/4/sig_comodoro_mt.zip
MS;Corumbá e Ladário;0;https://rigeo.sgb.gov.br/handle/doc/14913;https://rigeo.sgb.gov.br/bitstream/doc/14913/3/sig_corumbaladario_ms.zip
PA;Alenquer;0;https://rigeo.sgb.gov.br/handle/doc/14983;https://rigeo.sgb.gov.br/bitstream/doc/14983/5/sig_alenquer_pa.zip
PA;Almeirim;0;https://rigeo.sgb.gov.br/handle/doc/14984;https://rigeo.sgb.gov.br/bitstream/doc/14984/5/sig_almerim_pa.zip
PA;Altamira;0;https://rigeo.sgb.gov.br/handle/doc/14985;https://rigeo.sgb.gov.br/bitstream/doc/14985/5/sig_altamira_pa.zip
PA;Baião;0;https://rigeo.sgb.gov.br/handle/doc/14986;https://rigeo.sgb.gov.br/bitstream/doc/14986/5/sig_baiao_pa.zip
PA;Belém;0;https://rigeo.sgb.gov.br/handle/doc/14987;https://rigeo.sgb.gov.br/bitstream/doc/14987/5/sig_belem_pa.zip
PA;Gurupá;0;https://rigeo.sgb.gov.br/handle/doc/14988;https://rigeo.sgb.gov.br/bitstream/doc/14988/5/sig_belem_pa.zip
PA;Itaituba;0;https://rigeo.sgb.gov.br/handle/doc/14989;https://rigeo.sgb.gov.br/bitstream/doc/14989/7/sig_itaituba_pa.zip
PA;Marabá;0;https://rigeo.sgb.gov.br/handle/doc/14990;https://rigeo.sgb.gov.br/bitstream/doc/14990/5/sig_maraba_pa.zip
PA;Marabá;0;https://rigeo.sgb.gov.br/handle/doc/14990;https://rigeo.sgb.gov.br/bitstream/doc/14990/5/sig_maraba_pa.zip
PA;Monte Alegre;0;https://rigeo.sgb.gov.br/handle/doc/14991;https://rigeo.sgb.gov.br/bitstream/doc/14991/5/sig_montealegre_pa.zip
PA;Óbidos;0;https://rigeo.sgb.gov.br/handle/doc/14992;https://rigeo.sgb.gov.br/bitstream/doc/14992/5/sig_obidos_pa.zip
PA;Oriximiná;0;https://rigeo.sgb.gov.br/handle/doc/14993;https://rigeo.sgb.gov.br/bitstream/doc/14993/5/sig_obidos_pa.zip
PA;Prainha;0;https://rigeo.sgb.gov.br/handle/doc/14994;https://rigeo.sgb.gov.br/bitstream/doc/14994/5/sig_prainha_pa.zip
PA;Porto de Moz;0;https://rigeo.sgb.gov.br/handle/doc/14995;https://rigeo.sgb.gov.br/bitstream/doc/14995/5/sig_portomoz_pa.zip
PA;Rurópolis;0;https://rigeo.sgb.gov.br/handle/doc/14996;https://rigeo.sgb.gov.br/bitstream/doc/14996/5/sig_ruropolis_pa.zip
PA;Santana do Araguaia;0;https://rigeo.sgb.gov.br/handle/doc/14997;https://rigeo.sgb.gov.br/bitstream/doc/14997/5/sig_santanadoaraguaia_pa.zip
PA;Santarém;0;https://rigeo.sgb.gov.br/handle/doc/14998;https://rigeo.sgb.gov.br/bitstream/doc/14998/5/sig_santarem_pa.zip
PA;São João do Araguaia;0;https://rigeo.sgb.gov.br/handle/doc/14999;https://rigeo.sgb.gov.br/bitstream/doc/14999/5/sig_saojoaodoaraguaia_pa.zip
PA;Tucuruí;0;https://rigeo.sgb.gov.br/handle/doc/15000;https://rigeo.sgb.gov.br/bitstream/doc/15000/8/sig_tucurui_pa.zip
PR;Almirante Tamandaré;0;https://rigeo.sgb.gov.br/handle/doc/15001;https://rigeo.sgb.gov.br/bitstream/doc/15001/8/sig_almirantetamandare_pr.zip
PR;Capitão Leônidas Marques;0;https://rigeo.sgb.gov.br/handle/doc/15002;https://rigeo.sgb.gov.br/bitstream/doc/15002/5/sig_capitaoleonidasmarques_pr.zip
PR;Curitiba;0;https://rigeo.sgb.gov.br/handle/doc/15008;https://rigeo.sgb.gov.br/bitstream/doc/15008/7/sig_curitiba_pr.zip
PR;Fazenda Rio Grande;0;https://rigeo.sgb.gov.br/handle/doc/15009;https://rigeo.sgb.gov.br/bitstream/doc/15009/5/sig_fazendariogrande_pr.zip
PR;Pinhais;0;https://rigeo.sgb.gov.br/handle/doc/15011;https://rigeo.sgb.gov.br/bitstream/doc/15011/7/sig_pinhais_pr.zip
PR;Rio Branco do Sul;0;https://rigeo.sgb.gov.br/handle/doc/15012;https://rigeo.sgb.gov.br/bitstream/doc/15012/8/sig_riobrancodosul_pr.zip
PR;São José dos Pinhais;0;https://rigeo.sgb.gov.br/handle/doc/15013;https://rigeo.sgb.gov.br/bitstream/doc/15013/5/sig_saojosedospinhais_pr_suscet.zip
PR;União da Vitória;0;https://rigeo.sgb.gov.br/handle/doc/15014;https://rigeo.sgb.gov.br/bitstream/doc/15014/6/sig_uniaodavitoria_pr_suscet.zip
PE;Abreu e Lima;0;https://rigeo.sgb.gov.br/handle/doc/15015;https://rigeo.sgb.gov.br/bitstream/doc/15015/8/sig_abreuelima_pe.zip
PE;Água Preta;0;https://rigeo.sgb.gov.br/handle/doc/15016;https://rigeo.sgb.gov.br/bitstream/doc/15016/7/sig_aguapreta_pe.zip
PE;Barra de Guabiraba;0;https://rigeo.sgb.gov.br/handle/doc/15017;https://rigeo.sgb.gov.br/bitstream/doc/15017/9/sig_barradeguabiraba_pe.zip
PE;Cabo de Santo Agostinho;0;https://rigeo.sgb.gov.br/handle/doc/15018;https://rigeo.sgb.gov.br/bitstream/doc/15018/7/sig_cabodesantoagostinho_pe.zip
PE;Camaragibe;0;https://rigeo.sgb.gov.br/handle/doc/15020;https://rigeo.sgb.gov.br/bitstream/doc/15020/8/sig_camaragibe_pe.zip
PE;Caruaru;0;https://rigeo.sgb.gov.br/handle/doc/15021;https://rigeo.sgb.gov.br/bitstream/doc/15021/6/sig_caruaru_pe.zip
PE;Catende;0;https://rigeo.sgb.gov.br/handle/doc/15022;https://rigeo.sgb.gov.br/bitstream/doc/15022/7/sig_catende_pe.zip
PE;Escada;0;https://rigeo.sgb.gov.br/handle/doc/15023;https://rigeo.sgb.gov.br/bitstream/doc/15023/7/sig_escada_pe.zip
PE;Ipojuca;0;https://rigeo.sgb.gov.br/handle/doc/15024;https://rigeo.sgb.gov.br/bitstream/doc/15024/7/sig_ipojuca_pe.zip
PE;Jaboatão dos Guararapes;0;https://rigeo.sgb.gov.br/handle/doc/15025;https://rigeo.sgb.gov.br/bitstream/doc/15025/7/sig_jaboataodosguararapes_pe.zip
PE;Olinda;0;https://rigeo.sgb.gov.br/handle/doc/15026;https://rigeo.sgb.gov.br/bitstream/doc/15026/7/sig_olinda_pe.zip
PE;Palmares;0;https://rigeo.sgb.gov.br/handle/doc/15027;https://rigeo.sgb.gov.br/bitstream/doc/15027/7/sig_palmares_pe.zip
PE;Paulista;0;https://rigeo.sgb.gov.br/handle/doc/15028;https://rigeo.sgb.gov.br/bitstream/doc/15028/7/sig_paulista_pe.zip
PE;Quipapá;0;https://rigeo.sgb.gov.br/handle/doc/15029;https://rigeo.sgb.gov.br/bitstream/doc/15029/7/sig_quipapa_pe.zip
PE;Recife;0;https://rigeo.sgb.gov.br/handle/doc/15030;https://rigeo.sgb.gov.br/bitstream/doc/15030/7/sig_recife_pe.zip
PE;Vitória do Santo Antão;0;https://rigeo.sgb.gov.br/handle/doc/15031;https://rigeo.sgb.gov.br/bitstream/doc/15031/7/sig_vitoriadesantoantao_pe.zip
PI;Barras;0;https://rigeo.sgb.gov.br/handle/doc/15032;https://rigeo.sgb.gov.br/bitstream/doc/15032/5/sig_barras_pi.zip
PI;Campo Maior;0;https://rigeo.sgb.gov.br/handle/doc/15033;https://rigeo.sgb.gov.br/bitstream/doc/15033/6/sig_campomaior_pi.zip
PI;Esperantina;0;https://rigeo.sgb.gov.br/handle/doc/15034;https://rigeo.sgb.gov.br/bitstream/doc/15034/5/sig_esperantina_pi.zip
PI;Teresina;0;https://rigeo.sgb.gov.br/handle/doc/15035;https://rigeo.sgb.gov.br/bitstream/doc/15035/6/sig_teresina_pi.zip
RJ;Angra dos Reis;0;https://rigeo.sgb.gov.br/handle/doc/15036;https://rigeo.sgb.gov.br/bitstream/doc/15036/5/sig_angradosreis_rj.zip
RJ;Aperibe;0;https://rigeo.sgb.gov.br/handle/doc/15037;https://rigeo.sgb.gov.br/bitstream/doc/15037/9/sig_aperibe_rj.zip
RJ;Areal;0;https://rigeo.sgb.gov.br/handle/doc/15038;https://rigeo.sgb.gov.br/bitstream/doc/15038/7/sig_areal_rj.zip
RJ;Barra do Piraí;0;https://rigeo.sgb.gov.br/handle/doc/15039;https://rigeo.sgb.gov.br/bitstream/doc/15039/5/sig_barradopirai_rj.zip
RJ;Barra Mansa;0;https://rigeo.sgb.gov.br/handle/doc/15040;https://rigeo.sgb.gov.br/bitstream/doc/15040/5/sig_barramansa_rj.zip
RJ;Belford Roxo;0;https://rigeo.sgb.gov.br/handle/doc/15042;https://rigeo.sgb.gov.br/bitstream/doc/15042/5/sig_belfordroxo_rj.zip
RJ;Bom Jardim;0;https://rigeo.sgb.gov.br/handle/doc/15043/;https://rigeo.sgb.gov.br/bitstream/doc/15043/5/sig_bomjardim_rj.zip
RJ;Bom Jesus do Itabapoana;0;https://rigeo.sgb.gov.br/handle/doc/15044;https://rigeo.sgb.gov.br/bitstream/doc/15044/5/sig_bomjesusdoitabapoana_rj.zip
RJ;Engenheiro Paulo de Frontin;0;https://rigeo.sgb.gov.br/handle/doc/15067;https://rigeo.sgb.gov.br/bitstream/doc/15067/5/sig_engpaulofrontin_rj.zip
RJ;Guapimirim;0;https://rigeo.sgb.gov.br/handle/doc/15068;https://rigeo.sgb.gov.br/bitstream/doc/15068/5/sig_guapimirim_rj.zip
RJ;Itaboraí;0;https://rigeo.sgb.gov.br/handle/doc/15069;https://rigeo.sgb.gov.br/bitstream/doc/15069/5/sig_itaborai_rj.zip
RJ;Itaperuna;0;https://rigeo.sgb.gov.br/handle/doc/15070;https://rigeo.sgb.gov.br/bitstream/doc/15070/5/sig_itaperuna_rj_suscet.zip
RJ;Laje do Muriaé;0;https://rigeo.sgb.gov.br/handle/doc/15071;https://rigeo.sgb.gov.br/bitstream/doc/15071/5/sig_lajedomuriae_rj.zip
RJ;Macaé;0;https://rigeo.sgb.gov.br/handle/doc/15072;https://rigeo.sgb.gov.br/bitstream/doc/15072/5/sig_macae_rj.zip
RJ;Magé;0;https://rigeo.sgb.gov.br/handle/doc/15073;https://rigeo.sgb.gov.br/bitstream/doc/15073/5/sig_mage_rj.zip
RJ;Mangaratiba;0;https://rigeo.sgb.gov.br/handle/doc/15074;https://rigeo.sgb.gov.br/bitstream/doc/15074/5/sig_mangaratiba_rj.zip
RJ;Mendes;0;https://rigeo.sgb.gov.br/handle/doc/15075;https://rigeo.sgb.gov.br/bitstream/doc/15075/5/sig_mendes_rj.zip
RJ;Mesquita;0;https://rigeo.sgb.gov.br/handle/doc/15076;https://rigeo.sgb.gov.br/bitstream/doc/15076/5/sig_mesquita_rj.zip
RJ;Miracema;0;https://rigeo.sgb.gov.br/handle/doc/15077;https://rigeo.sgb.gov.br/bitstream/doc/15077/5/sig_miracema_rj.zip
RJ;Nilópolis;0;https://rigeo.sgb.gov.br/handle/doc/15078;https://rigeo.sgb.gov.br/bitstream/doc/15078/5/sig_nilopolis_rj.zip
RJ;Niterói;0;https://rigeo.sgb.gov.br/handle/doc/15079;https://rigeo.sgb.gov.br/bitstream/doc/15079/5/sig_niteroi_rj.zip
RJ;Nova Iguaçu;0;https://rigeo.sgb.gov.br/handle/doc/15081;https://rigeo.sgb.gov.br/bitstream/doc/15081/5/sig_novaiguacu_rj.zip
RJ;Paracambi;0;https://rigeo.sgb.gov.br/handle/doc/15082;https://rigeo.sgb.gov.br/bitstream/doc/15082/5/sig_paracambi_rj.zip
RJ;Porciúncula;0;https://rigeo.sgb.gov.br/handle/doc/15085;https://rigeo.sgb.gov.br/bitstream/doc/15085/5/sig_porciuncula_rj_suscet.zip
RJ;Sapucaia;0;https://rigeo.sgb.gov.br/handle/doc/15087;https://rigeo.sgb.gov.br/bitstream/doc/15087/5/sig_sapucaia_rj.zip
RJ;Sapucaia;0;https://rigeo.sgb.gov.br/handle/doc/15087;https://rigeo.sgb.gov.br/bitstream/doc/15087/5/sig_sapucaia_rj.zip
RJ;Santa Maria Madalena;0;https://rigeo.sgb.gov.br/handle/doc/15088;https://rigeo.sgb.gov.br/bitstream/doc/15088/5/sig_stamariamadalena_rj_suscet.zip
RJ;São Gonçalo;0;https://rigeo.sgb.gov.br/handle/doc/15091;https://rigeo.sgb.gov.br/bitstream/doc/15091/5/sig_saogoncalo_rj.zip
RJ;São José do Vale do Rio Preto;0;https://rigeo.sgb.gov.br/handle/doc/15093;https://rigeo.sgb.gov.br/bitstream/doc/15093/5/sig_sjvrp_rj.zip
RJ;Sumidouro;0;https://rigeo.sgb.gov.br/handle/doc/15094;https://rigeo.sgb.gov.br/bitstream/doc/15094/5/sig_sumidouro_rj_suscet.zip
RJ;Teresópolis;0;https://rigeo.sgb.gov.br/handle/doc/15095;https://rigeo.sgb.gov.br/bitstream/doc/15095/5/sig_teresopolis_rj.zip
RJ;Valença;0;https://rigeo.sgb.gov.br/handle/doc/15096;https://rigeo.sgb.gov.br/bitstream/doc/15096/5/sig_valenca_rj.zip
RN;Mossoró;0;https://rigeo.sgb.gov.br/handle/doc/15098;https://rigeo.sgb.gov.br/bitstream/doc/15098/3/sig_mossoro_rn.zip
RS;Alto Feliz;0;https://rigeo.sgb.gov.br/handle/doc/15099;https://rigeo.sgb.gov.br/bitstream/doc/15099/3/sig_altofeliz_rs.zip
RS;Capão do Leão;0;https://rigeo.sgb.gov.br/handle/doc/15100;https://rigeo.sgb.gov.br/bitstream/doc/15100/3/sig_capaodoleao_rs.zip
RS;Dom Pedrito;0;https://rigeo.sgb.gov.br/handle/doc/15101;https://rigeo.sgb.gov.br/bitstream/doc/15101/4/sig_dompedrito_rs.zip
RS;Eldorado do Sul;0;https://rigeo.sgb.gov.br/handle/doc/15102;https://rigeo.sgb.gov.br/bitstream/doc/15102/3/sig_eldoradodosul_rs.zip
RS;Estrela;0;https://rigeo.sgb.gov.br/handle/doc/15103;https://rigeo.sgb.gov.br/bitstream/doc/15103/3/sig_estrela_rs.zip
RS;Igrejinha;0;https://rigeo.sgb.gov.br/handle/doc/15104;https://rigeo.sgb.gov.br/bitstream/doc/15104/3/sig_igrejinha_rs.zip
RS;Novo Hamburgo;0;https://rigeo.sgb.gov.br/handle/doc/15105;https://rigeo.sgb.gov.br/bitstream/doc/15105/3/sig_novohamburgo_rs.zip
RS;Porto Alegre;0;https://rigeo.sgb.gov.br/handle/doc/15106;https://rigeo.sgb.gov.br/bitstream/doc/15106/3/sig_portoalegre_rs.zip
RS;São Lourenço do Sul;0;https://rigeo.sgb.gov.br/handle/doc/15107;https://rigeo.sgb.gov.br/bitstream/doc/15107/3/sig_saolourencodosul_rs.zip
RR;Boa Vista;0;https://rigeo.sgb.gov.br/handle/doc/15109;https://rigeo.sgb.gov.br/bitstream/doc/15109/3/sig_boavista_rr.zip
SC;Alfredo Wagner;0;https://rigeo.sgb.gov.br/handle/doc/15110;https://rigeo.sgb.gov.br/bitstream/doc/15110/7/sig_alfredowagner_sc_suscet.zip
SC;Anitápolis;0;https://rigeo.sgb.gov.br/handle/doc/15111;https://rigeo.sgb.gov.br/bitstream/doc/15111/7/sig_anitapolis_sc_suscet.zip
SC;Araranguá;0;https://rigeo.sgb.gov.br/handle/doc/15113;https://rigeo.sgb.gov.br/bitstream/doc/15113/5/sig_ararangua_sc_suscet.zip
SC;Balneário Camboriú;0;https://rigeo.sgb.gov.br/handle/doc/15114;https://rigeo.sgb.gov.br/bitstream/doc/15114/7/sig_balneariocamboriu_sc_suscet.zip
SC;Blumenau;0;https://rigeo.sgb.gov.br/handle/doc/15115;https://rigeo.sgb.gov.br/bitstream/doc/15115/7/sig_blumenau_sc_suscet.zip
SC;Botuverá;0;https://rigeo.sgb.gov.br/handle/doc/15116;https://rigeo.sgb.gov.br/bitstream/doc/15116/6/sig_botuvera_sc_suscet.zip
SC;Brusque;0;https://rigeo.sgb.gov.br/handle/doc/15117;https://rigeo.sgb.gov.br/bitstream/doc/15117/5/sig_brusque_sc_suscet.zip
SC;Camboriú;0;https://rigeo.sgb.gov.br/handle/doc/15118;https://rigeo.sgb.gov.br/bitstream/doc/15118/6/sig_camboriu_sc_suscet.zip
SC;Corupá;0;https://rigeo.sgb.gov.br/handle/doc/15119;https://rigeo.sgb.gov.br/bitstream/doc/15119/5/sig_corupa_sc_suscet_v2.zip
SC;Criciúma;0;https://rigeo.sgb.gov.br/handle/doc/15120;https://rigeo.sgb.gov.br/bitstream/doc/15120/10/sig_criciuma_sc_suscet.zip
SC;Florianópolis;0;https://rigeo.sgb.gov.br/handle/doc/15122;https://rigeo.sgb.gov.br/bitstream/doc/15122/7/sig_florianopolis_sc_suscet.zip
SC;Garuva;0;https://rigeo.sgb.gov.br/handle/doc/15123;https://rigeo.sgb.gov.br/bitstream/doc/15123/7/sig_garuva_sc_suscet.zip
SC;Ilhota;0;https://rigeo.sgb.gov.br/handle/doc/15132;https://rigeo.sgb.gov.br/bitstream/doc/15132/5/sig_ilhota_sc_suscet.zip
SC;Itajaí;0;https://rigeo.sgb.gov.br/handle/doc/15133;https://rigeo.sgb.gov.br/bitstream/doc/15133/6/sig_itajai_sc_suscet.zip
SC;Ituporanga;0;https://rigeo.sgb.gov.br/handle/doc/15135;https://rigeo.sgb.gov.br/bitstream/doc/15135/7/sig_ituporanga_sc_suscet_v2.zip
SC;Jaraguá do Sul;0;https://rigeo.sgb.gov.br/handle/doc/15137;https://rigeo.sgb.gov.br/bitstream/doc/15137/6/sig_jaraguadosul_sc_suscet.zip
SC;Lages;0;https://rigeo.sgb.gov.br/handle/doc/15140;https://rigeo.sgb.gov.br/bitstream/doc/15140/7/sig_lages_sc_suscet.zip
SC;Luiz Alves;0;https://rigeo.sgb.gov.br/handle/doc/15141;https://rigeo.sgb.gov.br/bitstream/doc/15141/7/sig_luizalves_sc_suscet.zip
SC;Mafra;0;https://rigeo.sgb.gov.br/handle/doc/15142;https://rigeo.sgb.gov.br/bitstream/doc/15142/6/sig_mafra_sc_suscet.zip
SC;Navegantes;0;https://rigeo.sgb.gov.br/handle/doc/15143;https://rigeo.sgb.gov.br/bitstream/doc/15143/8/sig_navegantes_sc_suscet.zip
SC;Nova Trento;0;https://rigeo.sgb.gov.br/handle/doc/15144;https://rigeo.sgb.gov.br/bitstream/doc/15144/5/sig_novatrento_sc_suscet.zip
SC;Ponte Alta;0;https://rigeo.sgb.gov.br/handle/doc/15147;https://rigeo.sgb.gov.br/bitstream/doc/15147/7/sig_pontealta_sc_suscet.zip
SC;Presidente Getúlio;0;https://rigeo.sgb.gov.br/handle/doc/15149;https://rigeo.sgb.gov.br/bitstream/doc/15149/6/sig_presidentegetulio_sc_suscet.zip
SC;Rio do Campo;0;https://rigeo.sgb.gov.br/handle/doc/15150;https://rigeo.sgb.gov.br/bitstream/doc/15150/7/sig_riodocampo_sc_suscet.zip
SC;Rio Fortuna;0;https://rigeo.sgb.gov.br/handle/doc/15151;https://rigeo.sgb.gov.br/bitstream/doc/15151/8/sig_riofortuna_sc_suscet.zip
SC;Rio Negrinho;0;https://rigeo.sgb.gov.br/handle/doc/15152;https://rigeo.sgb.gov.br/bitstream/doc/15152/7/sig_rionegrinho_sc_suscet.zip
SC;Rodeio;0;https://rigeo.sgb.gov.br/handle/doc/15153;https://rigeo.sgb.gov.br/bitstream/doc/15153/6/sig_rodeio_sc_suscet.zip
SC;São José;0;https://rigeo.sgb.gov.br/handle/doc/15154;https://rigeo.sgb.gov.br/bitstream/doc/15154/5/sig_saojose_sc_suscet.zip
SC;Taió;0;https://rigeo.sgb.gov.br/handle/doc/15155;https://rigeo.sgb.gov.br/bitstream/doc/15155/7/sig_taio_sc_suscet.zip
SC;Timbé do Sul;0;https://rigeo.sgb.gov.br/handle/doc/15156;https://rigeo.sgb.gov.br/bitstream/doc/15156/5/sig_timbedosul_sc_suscet.zip
SC;Timbó;0;https://rigeo.sgb.gov.br/handle/doc/15157;https://rigeo.sgb.gov.br/bitstream/doc/15157/6/sig_timbo_sc_suscet.zip
SC;Urubici;0;https://rigeo.sgb.gov.br/handle/doc/15158;https://rigeo.sgb.gov.br/bitstream/doc/15158/6/sig_urubici_sc_suscet.zip
SC;Vidal Ramos;0;https://rigeo.sgb.gov.br/handle/doc/15159;https://rigeo.sgb.gov.br/bitstream/doc/15159/6/sig_vidalramos_sc_suscet.zip
SP;Bauru;0;https://rigeo.sgb.gov.br/handle/doc/15160;https://rigeo.sgb.gov.br/bitstream/doc/15160/8/sig_bauru_sp.zip
SP;Caieiras;0;https://rigeo.sgb.gov.br/handle/doc/15161;https://rigeo.sgb.gov.br/bitstream/doc/15161/8/sig_caieiras_sp.zip
SP;Cajati;0;https://rigeo.sgb.gov.br/handle/doc/15162;https://rigeo.sgb.gov.br/bitstream/doc/15162/8/sig_cajati_sp.zip
SP;Campinas;0;https://rigeo.sgb.gov.br/handle/doc/15163;https://rigeo.sgb.gov.br/bitstream/doc/15163/8/sig_campinas_sp.zip
SP;Campo Limpo Paulista;0;https://rigeo.sgb.gov.br/handle/doc/15164;https://rigeo.sgb.gov.br/bitstream/doc/15164/8/sig_campolimpopaulista_sp.zip
SP;Campos do Jordão;0;https://rigeo.sgb.gov.br/handle/doc/15165;https://rigeo.sgb.gov.br/bitstream/doc/15165/8/sig_camposdojordao_sp.zip
SP;Carapicuíba;0;https://rigeo.sgb.gov.br/handle/doc/15166;https://rigeo.sgb.gov.br/bitstream/doc/15166/8/sig_carapicuiba_sp.zip
SP;Cubatão;0;https://rigeo.sgb.gov.br/handle/doc/15168;https://rigeo.sgb.gov.br/bitstream/doc/15168/8/sig_cubatao_sp_suscet.zip
SP;Cunha;0;https://rigeo.sgb.gov.br/handle/doc/15169;https://rigeo.sgb.gov.br/bitstream/doc/15169/7/sig_cunha_sp_suscet.zip
SP;Diadema;0;https://rigeo.sgb.gov.br/handle/doc/15171;https://rigeo.sgb.gov.br/bitstream/doc/15171/8/sig_diadema_sp.zip
SP;Eldorado;0;https://rigeo.sgb.gov.br/handle/doc/15172;https://rigeo.sgb.gov.br/bitstream/doc/15172/8/sig_eldorado_sp_suscet.zip
SP;Embu-Guaçu;0;https://rigeo.sgb.gov.br/handle/doc/15173;https://rigeo.sgb.gov.br/bitstream/doc/15173/7/sig_embuguacu_sp.zip
SP;Francisco Morato;0;https://rigeo.sgb.gov.br/handle/doc/15174;https://rigeo.sgb.gov.br/bitstream/doc/15174/8/sig_franciscomorato_sp_suscet.zip
SP;Guararema;0;https://rigeo.sgb.gov.br/handle/doc/15175;https://rigeo.sgb.gov.br/bitstream/doc/15175/8/sig_guararema_sp_suscet.zip
SP;Guaratinguetá;0;https://rigeo.sgb.gov.br/handle/doc/15176;https://rigeo.sgb.gov.br/bitstream/doc/15176/8/sig_guaratingueta_sp_suscet.zip
SP;Guarujá;0;https://rigeo.sgb.gov.br/handle/doc/15177;https://rigeo.sgb.gov.br/bitstream/doc/15177/8/sig_guaruja_sp_suscet.zip
SP;Guarulhos;0;https://rigeo.sgb.gov.br/handle/doc/15178;https://rigeo.sgb.gov.br/bitstream/doc/15178/8/sig_guarulhos_sp_suscet.zip
SP;Iguape;0;https://rigeo.sgb.gov.br/handle/doc/15179;https://rigeo.sgb.gov.br/bitstream/doc/15179/7/ortofotosiguape_sp.zip
SP;Ilhabela;0;https://rigeo.sgb.gov.br/handle/doc/15180;https://rigeo.sgb.gov.br/bitstream/doc/15180/8/sig_ilhabela_sp_suscet.zip
SP;Itapecerica da Serra;0;https://rigeo.sgb.gov.br/handle/doc/15181;https://rigeo.sgb.gov.br/bitstream/doc/15181/8/sig_itapecericadaserra_sp.zip
SP;Itapetininga;0;https://rigeo.sgb.gov.br/handle/doc/15182;https://rigeo.sgb.gov.br/bitstream/doc/15182/8/sig_itapetininga_sp_suscet.zip
SP;Itapevi;0;https://rigeo.sgb.gov.br/handle/doc/15196;https://rigeo.sgb.gov.br/bitstream/doc/15196/8/sig_itapevi_sp.zip
SP;Itaquaquecetuba;0;https://rigeo.sgb.gov.br/handle/doc/15197;https://rigeo.sgb.gov.br/bitstream/doc/15197/10/sig_itaquaquecetuba.zip
SP;Itu;0;https://rigeo.sgb.gov.br/handle/doc/15198;https://rigeo.sgb.gov.br/bitstream/doc/15198/8/sig_itu_sp.zip
SP;Jacupiranga;0;https://rigeo.sgb.gov.br/handle/doc/15199;https://rigeo.sgb.gov.br/bitstream/doc/15199/6/sig_jacupiranga_sp_suscet.zip
SP;Jundiaí;0;https://rigeo.sgb.gov.br/handle/doc/15200;https://rigeo.sgb.gov.br/bitstream/doc/15200/6/sig_jundiai_sp.zip
SP;Mairiporã;0;https://rigeo.sgb.gov.br/handle/doc/15201;https://rigeo.sgb.gov.br/bitstream/doc/15201/6/sig_mairipora_sp.zip
SP;Mauá;0;https://rigeo.sgb.gov.br/handle/doc/15202;https://rigeo.sgb.gov.br/bitstream/doc/15202/6/sig_maua_sp.zip
SP;Osasco;0;https://rigeo.sgb.gov.br/handle/doc/15203;https://rigeo.sgb.gov.br/bitstream/doc/15203/6/sig_osasco_sp.zip
SP;Pariquera-Açu;0;https://rigeo.sgb.gov.br/handle/doc/15204;https://rigeo.sgb.gov.br/bitstream/doc/15204/6/sig_pariqueraacu_sp_suscet.zip
SP;Peruíbe;0;https://rigeo.sgb.gov.br/handle/doc/15205;https://rigeo.sgb.gov.br/bitstream/doc/15205/8/sig_peruibe_sp.zip
SP;Praia Grande;0;https://rigeo.sgb.gov.br/handle/doc/15206;https://rigeo.sgb.gov.br/bitstream/doc/15206/9/sig_praiagrande_sp_suscet.zip
SP;Registro;0;https://rigeo.sgb.gov.br/handle/doc/15207;https://rigeo.sgb.gov.br/bitstream/doc/15207/6/sig_registro_sp_suscet.zip
SP;Ribeirão Pires;0;https://rigeo.sgb.gov.br/handle/doc/15208;https://rigeo.sgb.gov.br/bitstream/doc/15208/12/ribeirao_pires_sig.zip
SP;Rio Grande da Serra;0;https://rigeo.sgb.gov.br/handle/doc/15209;https://rigeo.sgb.gov.br/bitstream/doc/15209/7/sig_riograndedaserra_sp.zip
SP;Santo André;0;https://rigeo.sgb.gov.br/handle/doc/15211;https://rigeo.sgb.gov.br/bitstream/doc/15211/7/sig_santoandre_sp.zip
SP;Santos;0;https://rigeo.sgb.gov.br/handle/doc/15212;https://rigeo.sgb.gov.br/bitstream/doc/15212/6/sig_santos_sp_suscet.zip
SP;São Bernardo do Campo;0;https://rigeo.sgb.gov.br/handle/doc/15213;https://rigeo.sgb.gov.br/bitstream/doc/15213/7/sig_saobernardodocampo_sp.zip
SP;São José dos Campos;0;https://rigeo.sgb.gov.br/handle/doc/15214;https://rigeo.sgb.gov.br/bitstream/doc/15214/5/sig_saojosedoscampos_sp_suscet.zip
SP;São Luiz do Paraitinga;0;https://rigeo.sgb.gov.br/handle/doc/15215;https://rigeo.sgb.gov.br/bitstream/doc/15215/7/sig_saoluizdoparaitinga_sp_suscet.zip
